sequenceId,entityId,ParameterKey,ParameterValue
1_11B;2_11B;3_11B;4_11B;5_11B,7,name,EduardoS
1_11B;2_11B;3_11B;4_11B;5_11B,7,webpawed,
1_11B;2_11B;3_11B;4_11B;5_11B,7,webpafri,0.0102
1_11B;2_11B;3_11B;4_11B;5_11B,7,Sex,Male
1_11B;2_11B;3_11B;4_11B;5_11B,7,Nationality,Spain
1_11B;2_11B;3_11B;4_11B;5_11B,7,leader.1,leader
1_11B;2_11B;3_11B;4_11B;5_11B,7,leader.2,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,7,leader.3,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,7,leader.4,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,7,leader.5,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,9,name,NathpassornB
1_11B;2_11B;3_11B;4_11B;5_11B,9,webpawed,
1_11B;2_11B;3_11B;4_11B;5_11B,9,webpafri,0.0101
1_11B;2_11B;3_11B;4_11B;5_11B,9,Sex,Female
1_11B;2_11B;3_11B;4_11B;5_11B,9,Nationality,Thailand
1_11B;2_11B;3_11B;4_11B;5_11B,9,leader.1,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,9,leader.2,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,9,leader.3,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,9,leader.4,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,9,leader.5,leader
1_11B;2_11B;3_11B;4_11B;5_11B,10,name,QianqianL
1_11B;2_11B;3_11B;4_11B;5_11B,10,webpawed,
1_11B;2_11B;3_11B;4_11B;5_11B,10,webpafri,0.0099
1_11B;2_11B;3_11B;4_11B;5_11B,10,Sex,Female
1_11B;2_11B;3_11B;4_11B;5_11B,10,Nationality,China
1_11B;2_11B;3_11B;4_11B;5_11B,10,leader.1,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,10,leader.2,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,10,leader.3,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,10,leader.4,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,10,leader.5,leader
1_11B;2_11B;3_11B;4_11B;5_11B,11,name,TheoW
1_11B;2_11B;3_11B;4_11B;5_11B,11,webpawed,
1_11B;2_11B;3_11B;4_11B;5_11B,11,webpafri,0.0098
1_11B;2_11B;3_11B;4_11B;5_11B,11,Sex,Male
1_11B;2_11B;3_11B;4_11B;5_11B,11,Nationality,United Kingdom
1_11B;2_11B;3_11B;4_11B;5_11B,11,leader.1,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,11,leader.2,leader
1_11B;2_11B;3_11B;4_11B;5_11B,11,leader.3,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,11,leader.4,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,11,leader.5,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,6,name,DanielL
1_11B;2_11B;3_11B;4_11B;5_11B,6,webpawed,
1_11B;2_11B;3_11B;4_11B;5_11B,6,webpafri,0.0101
1_11B;2_11B;3_11B;4_11B;5_11B,6,Sex,Male
1_11B;2_11B;3_11B;4_11B;5_11B,6,Nationality,United Kingdom
1_11B;2_11B;3_11B;4_11B;5_11B,6,leader.1,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,6,leader.2,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,6,leader.3,leader
1_11B;2_11B;3_11B;4_11B;5_11B,6,leader.4,not leader
1_11B;2_11B;3_11B;4_11B;5_11B,6,leader.5,not leader
1_11B;2_11B;3_11B;4_11B,8,name,LauraC
1_11B;2_11B;3_11B;4_11B,8,webpawed,
1_11B;2_11B;3_11B;4_11B,8,webpafri,0.0099
1_11B;2_11B;3_11B;4_11B,8,Sex,Female
1_11B;2_11B;3_11B;4_11B,8,Nationality,United Kingdom
1_11B;2_11B;3_11B;4_11B,8,leader.1,not leader
1_11B;2_11B;3_11B;4_11B,8,leader.2,not leader
1_11B;2_11B;3_11B;4_11B,8,leader.3,not leader
1_11B;2_11B;3_11B;4_11B,8,leader.4,leader
1_11B;2_11B;3_11B;4_11B,8,leader.5,not leader
1_11D;2_11D;4_11D;5_11D,14,name,JulianE
1_11D;2_11D;4_11D;5_11D,14,webpawed,
1_11D;2_11D;4_11D;5_11D,14,webpafri,0.0102
1_11D;2_11D;4_11D;5_11D,14,Sex,Male
1_11D;2_11D;4_11D;5_11D,14,Nationality,United Kingdom
1_11D;2_11D;4_11D;5_11D,14,leader.1,leader
1_11D;2_11D;4_11D;5_11D,14,leader.2,not leader
1_11D;2_11D;4_11D;5_11D,14,leader.3,not leader
1_11D;2_11D;4_11D;5_11D,14,leader.4,not leader
1_11D;2_11D;4_11D;5_11D,14,leader.5,not leader
1_11D;2_11D;4_11D;5_11D,13,name,HennockK
1_11D;2_11D;4_11D;5_11D,13,webpawed,
1_11D;2_11D;4_11D;5_11D,13,webpafri,0.0102
1_11D;2_11D;4_11D;5_11D,13,Sex,Male
1_11D;2_11D;4_11D;5_11D,13,Nationality,United Kingdom
1_11D;2_11D;4_11D;5_11D,13,leader.1,not leader
1_11D;2_11D;4_11D;5_11D,13,leader.2,not leader
1_11D;2_11D;4_11D;5_11D,13,leader.3,not leader
1_11D;2_11D;4_11D;5_11D,13,leader.4,not leader
1_11D;2_11D;4_11D;5_11D,13,leader.5,leader
1_11D;2_11D;5_11D,17,name,YimengZ
1_11D;2_11D;5_11D,17,webpawed,
1_11D;2_11D;5_11D,17,webpafri,0.0096
1_11D;2_11D;5_11D,17,Sex,Male
1_11D;2_11D;5_11D,17,Nationality,China
1_11D;2_11D;5_11D,17,leader.1,not leader
1_11D;2_11D;5_11D,17,leader.2,leader
1_11D;2_11D;5_11D,17,leader.3,not leader
1_11D;2_11D;5_11D,17,leader.4,not leader
1_11D;2_11D;5_11D,17,leader.5,not leader
1_11D;2_11D;4_11D;5_11D,16,name,ShannonF
1_11D;2_11D;4_11D;5_11D,16,webpawed,
1_11D;2_11D;4_11D;5_11D,16,webpafri,0.0102
1_11D;2_11D;4_11D;5_11D,16,Sex,Female
1_11D;2_11D;4_11D;5_11D,16,Nationality,Gibraltar
1_11D;2_11D;4_11D;5_11D,16,leader.1,not leader
1_11D;2_11D;4_11D;5_11D,16,leader.2,not leader
1_11D;2_11D;4_11D;5_11D,16,leader.3,not leader
1_11D;2_11D;4_11D;5_11D,16,leader.4,leader
1_11D;2_11D;4_11D;5_11D,16,leader.5,not leader
1_11D;2_11D;4_11D;5_11D,15,name,LucyT
1_11D;2_11D;4_11D;5_11D,15,webpawed,
1_11D;2_11D;4_11D;5_11D,15,webpafri,0.0102
1_11D;2_11D;4_11D;5_11D,15,Sex,Female
1_11D;2_11D;4_11D;5_11D,15,Nationality,United Kingdom
1_11D;2_11D;4_11D;5_11D,15,leader.1,not leader
1_11D;2_11D;4_11D;5_11D,15,leader.2,not leader
1_11D;2_11D;4_11D;5_11D,15,leader.3,leader
1_11D;2_11D;4_11D;5_11D,15,leader.4,not leader
1_11D;2_11D;4_11D;5_11D,15,leader.5,not leader
1_11D;2_11D;4_11D,12,name,CharlieC
1_11D;2_11D;4_11D,12,webpawed,
1_11D;2_11D;4_11D,12,webpafri,0.0096
1_11D;2_11D;4_11D,12,Sex,Male
1_11D;2_11D;4_11D,12,Nationality,United Kingdom
1_11D;2_11D;4_11D,12,leader.1,not leader
1_11D;2_11D;4_11D,12,leader.2,not leader
1_11D;2_11D;4_11D,12,leader.3,not leader
1_11D;2_11D;4_11D,12,leader.4,not leader
1_11D;2_11D;4_11D,12,leader.5,leader
1_11E;2_11E;4_11E;5_11E,18,name,AyrtonB
1_11E;2_11E;4_11E;5_11E,18,webpawed,
1_11E;2_11E;4_11E;5_11E,18,webpafri,0.0112
1_11E;2_11E;4_11E;5_11E,18,Sex,Male
1_11E;2_11E;4_11E;5_11E,18,Nationality,United Kingdom
1_11E;2_11E;4_11E;5_11E,18,leader.1,leader
1_11E;2_11E;4_11E;5_11E,18,leader.2,not leader
1_11E;2_11E;4_11E;5_11E,18,leader.3,not leader
1_11E;2_11E;4_11E;5_11E,18,leader.4,not leader
1_11E;2_11E;4_11E;5_11E,18,leader.5,not leader
1_11E;2_11E;4_11E;5_11E,20,name,JackC
1_11E;2_11E;4_11E;5_11E,20,webpawed,
1_11E;2_11E;4_11E;5_11E,20,webpafri,0.0101
1_11E;2_11E;4_11E;5_11E,20,Sex,Male
1_11E;2_11E;4_11E;5_11E,20,Nationality,United Kingdom
1_11E;2_11E;4_11E;5_11E,20,leader.1,not leader
1_11E;2_11E;4_11E;5_11E,20,leader.2,not leader
1_11E;2_11E;4_11E;5_11E,20,leader.3,not leader
1_11E;2_11E;4_11E;5_11E,20,leader.4,not leader
1_11E;2_11E;4_11E;5_11E,20,leader.5,leader
1_11E;2_11E;4_11E;5_11E,22,name,MichaelA
1_11E;2_11E;4_11E;5_11E,22,webpawed,
1_11E;2_11E;4_11E;5_11E,22,webpafri,0.0086
1_11E;2_11E;4_11E;5_11E,22,Sex,Male
1_11E;2_11E;4_11E;5_11E,22,Nationality,Nigeria
1_11E;2_11E;4_11E;5_11E,22,leader.1,not leader
1_11E;2_11E;4_11E;5_11E,22,leader.2,not leader
1_11E;2_11E;4_11E;5_11E,22,leader.3,leader
1_11E;2_11E;4_11E;5_11E,22,leader.4,not leader
1_11E;2_11E;4_11E;5_11E,22,leader.5,not leader
1_11E;2_11E;4_11E;5_11E,23,name,ShivaS
1_11E;2_11E;4_11E;5_11E,23,webpawed,
1_11E;2_11E;4_11E;5_11E,23,webpafri,0.0104
1_11E;2_11E;4_11E;5_11E,23,Sex,Female
1_11E;2_11E;4_11E;5_11E,23,Nationality,France
1_11E;2_11E;4_11E;5_11E,23,leader.1,not leader
1_11E;2_11E;4_11E;5_11E,23,leader.2,leader
1_11E;2_11E;4_11E;5_11E,23,leader.3,not leader
1_11E;2_11E;4_11E;5_11E,23,leader.4,not leader
1_11E;2_11E;4_11E;5_11E,23,leader.5,not leader
1_11E;2_11E;4_11E;5_11E,19,name,FanY
1_11E;2_11E;4_11E;5_11E,19,webpawed,
1_11E;2_11E;4_11E;5_11E,19,webpafri,0.0093
1_11E;2_11E;4_11E;5_11E,19,Sex,Male
1_11E;2_11E;4_11E;5_11E,19,Nationality,China
1_11E;2_11E;4_11E;5_11E,19,leader.1,not leader
1_11E;2_11E;4_11E;5_11E,19,leader.2,not leader
1_11E;2_11E;4_11E;5_11E,19,leader.3,not leader
1_11E;2_11E;4_11E;5_11E,19,leader.4,leader
1_11E;2_11E;4_11E;5_11E,19,leader.5,not leader
1_11E;2_11E;4_11E;5_11E,21,name,LandeG
1_11E;2_11E;4_11E;5_11E,21,webpawed,
1_11E;2_11E;4_11E;5_11E,21,webpafri,0.0105
1_11E;2_11E;4_11E;5_11E,21,Sex,Male
1_11E;2_11E;4_11E;5_11E,21,Nationality,China
1_11E;2_11E;4_11E;5_11E,21,leader.1,not leader
1_11E;2_11E;4_11E;5_11E,21,leader.2,not leader
1_11E;2_11E;4_11E;5_11E,21,leader.3,not leader
1_11E;2_11E;4_11E;5_11E,21,leader.4,not leader
1_11E;2_11E;4_11E;5_11E,21,leader.5,leader
1_11F;2_11F;3_11F;4_11F;5_11F,27,name,MubarakaS
1_11F;2_11F;3_11F;4_11F;5_11F,27,webpawed,
1_11F;2_11F;3_11F;4_11F;5_11F,27,webpafri,0.0105
1_11F;2_11F;3_11F;4_11F;5_11F,27,Sex,Female
1_11F;2_11F;3_11F;4_11F;5_11F,27,Nationality,United Kingdom
1_11F;2_11F;3_11F;4_11F;5_11F,27,leader.1,leader
1_11F;2_11F;3_11F;4_11F;5_11F,27,leader.2,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,27,leader.3,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,27,leader.4,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,27,leader.5,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,25,name,AmberK
1_11F;2_11F;3_11F;4_11F;5_11F,25,webpawed,
1_11F;2_11F;3_11F;4_11F;5_11F,25,webpafri,0.0104
1_11F;2_11F;3_11F;4_11F;5_11F,25,Sex,Female
1_11F;2_11F;3_11F;4_11F;5_11F,25,Nationality,United Kingdom
1_11F;2_11F;3_11F;4_11F;5_11F,25,leader.1,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,25,leader.2,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,25,leader.3,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,25,leader.4,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,25,leader.5,leader
1_11F;2_11F;4_11F;5_11F,26,name,HugoC
1_11F;2_11F;4_11F;5_11F,26,webpawed,
1_11F;2_11F;4_11F;5_11F,26,webpafri,0.0103
1_11F;2_11F;4_11F;5_11F,26,Sex,Male
1_11F;2_11F;4_11F;5_11F,26,Nationality,United Kingdom
1_11F;2_11F;4_11F;5_11F,26,leader.1,not leader
1_11F;2_11F;4_11F;5_11F,26,leader.2,leader
1_11F;2_11F;4_11F;5_11F,26,leader.3,not leader
1_11F;2_11F;4_11F;5_11F,26,leader.4,not leader
1_11F;2_11F;4_11F;5_11F,26,leader.5,not leader
1_11F;2_11F;4_11F;5_11F,29,name,PrinceC
1_11F;2_11F;4_11F;5_11F,29,webpawed,
1_11F;2_11F;4_11F;5_11F,29,webpafri,0.0089
1_11F;2_11F;4_11F;5_11F,29,Sex,Male
1_11F;2_11F;4_11F;5_11F,29,Nationality,United Kingdom
1_11F;2_11F;4_11F;5_11F,29,leader.1,not leader
1_11F;2_11F;4_11F;5_11F,29,leader.2,not leader
1_11F;2_11F;4_11F;5_11F,29,leader.3,not leader
1_11F;2_11F;4_11F;5_11F,29,leader.4,leader
1_11F;2_11F;4_11F;5_11F,29,leader.5,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,24,name,AznieO
1_11F;2_11F;3_11F;4_11F;5_11F,24,webpawed,
1_11F;2_11F;3_11F;4_11F;5_11F,24,webpafri,0.0096
1_11F;2_11F;3_11F;4_11F;5_11F,24,Sex,Female
1_11F;2_11F;3_11F;4_11F;5_11F,24,Nationality,Malaysia
1_11F;2_11F;3_11F;4_11F;5_11F,24,leader.1,
1_11F;2_11F;3_11F;4_11F;5_11F,24,leader.2,
1_11F;2_11F;3_11F;4_11F;5_11F,24,leader.3,
1_11F;2_11F;3_11F;4_11F;5_11F,24,leader.4,
1_11F;2_11F;3_11F;4_11F;5_11F,24,leader.5,
1_11F;2_11F;3_11F;4_11F;5_11F,28,name,MeganW
1_11F;2_11F;3_11F;4_11F;5_11F,28,webpawed,
1_11F;2_11F;3_11F;4_11F;5_11F,28,webpafri,0.0104
1_11F;2_11F;3_11F;4_11F;5_11F,28,Sex,Female
1_11F;2_11F;3_11F;4_11F;5_11F,28,Nationality,United Kingdom
1_11F;2_11F;3_11F;4_11F;5_11F,28,leader.1,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,28,leader.2,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,28,leader.3,leader
1_11F;2_11F;3_11F;4_11F;5_11F,28,leader.4,not leader
1_11F;2_11F;3_11F;4_11F;5_11F,28,leader.5,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,32,name,JonathanK
1_18A;2_18A;3_18A;4_18A;5_18A,32,webpawed,
1_18A;2_18A;3_18A;4_18A;5_18A,32,webpafri,0.0135
1_18A;2_18A;3_18A;4_18A;5_18A,32,Sex,Male
1_18A;2_18A;3_18A;4_18A;5_18A,32,Nationality,United Kingdom
1_18A;2_18A;3_18A;4_18A;5_18A,32,leader.1,leader
1_18A;2_18A;3_18A;4_18A;5_18A,32,leader.2,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,32,leader.3,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,32,leader.4,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,32,leader.5,not leader
1_18A;2_18A;5_18A,33,name,JamesW
1_18A;2_18A;5_18A,33,webpawed,
1_18A;2_18A;5_18A,33,webpafri,0.0004
1_18A;2_18A;5_18A,33,Sex,Male
1_18A;2_18A;5_18A,33,Nationality,United Kingdom
1_18A;2_18A;5_18A,33,leader.1,not leader
1_18A;2_18A;5_18A,33,leader.2,not leader
1_18A;2_18A;5_18A,33,leader.3,not leader
1_18A;2_18A;5_18A,33,leader.4,not leader
1_18A;2_18A;5_18A,33,leader.5,leader
1_18A;2_18A;3_18A;4_18A;5_18A,30,name,CraigF
1_18A;2_18A;3_18A;4_18A;5_18A,30,webpawed,
1_18A;2_18A;3_18A;4_18A;5_18A,30,webpafri,0.0135
1_18A;2_18A;3_18A;4_18A;5_18A,30,Sex,Male
1_18A;2_18A;3_18A;4_18A;5_18A,30,Nationality,United Kingdom
1_18A;2_18A;3_18A;4_18A;5_18A,30,leader.1,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,30,leader.2,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,30,leader.3,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,30,leader.4,leader
1_18A;2_18A;3_18A;4_18A;5_18A,30,leader.5,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,34,name,OliverM
1_18A;2_18A;3_18A;4_18A;5_18A,34,webpawed,
1_18A;2_18A;3_18A;4_18A;5_18A,34,webpafri,0.0135
1_18A;2_18A;3_18A;4_18A;5_18A,34,Sex,Male
1_18A;2_18A;3_18A;4_18A;5_18A,34,Nationality,United Kingdom
1_18A;2_18A;3_18A;4_18A;5_18A,34,leader.1,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,34,leader.2,leader
1_18A;2_18A;3_18A;4_18A;5_18A,34,leader.3,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,34,leader.4,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,34,leader.5,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,31,name,HarshaA
1_18A;2_18A;3_18A;4_18A;5_18A,31,webpawed,
1_18A;2_18A;3_18A;4_18A;5_18A,31,webpafri,0.0135
1_18A;2_18A;3_18A;4_18A;5_18A,31,Sex,Male
1_18A;2_18A;3_18A;4_18A;5_18A,31,Nationality,United Kingdom
1_18A;2_18A;3_18A;4_18A;5_18A,31,leader.1,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,31,leader.2,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,31,leader.3,leader
1_18A;2_18A;3_18A;4_18A;5_18A,31,leader.4,not leader
1_18A;2_18A;3_18A;4_18A;5_18A,31,leader.5,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,37,name,AbhinavK
1_18B;2_18B;3_18B;4_18B;5_18B,37,webpawed,
1_18B;2_18B;3_18B;4_18B;5_18B,37,webpafri,0.0119
1_18B;2_18B;3_18B;4_18B;5_18B,37,Sex,Male
1_18B;2_18B;3_18B;4_18B;5_18B,37,Nationality,India
1_18B;2_18B;3_18B;4_18B;5_18B,37,leader.1,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,37,leader.2,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,37,leader.3,leader
1_18B;2_18B;3_18B;4_18B;5_18B,37,leader.4,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,37,leader.5,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,39,name,JackC
1_18B;2_18B;3_18B;4_18B;5_18B,39,webpawed,
1_18B;2_18B;3_18B;4_18B;5_18B,39,webpafri,0.0101
1_18B;2_18B;3_18B;4_18B;5_18B,39,Sex,Male
1_18B;2_18B;3_18B;4_18B;5_18B,39,Nationality,United Kingdom
1_18B;2_18B;3_18B;4_18B;5_18B,39,leader.1,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,39,leader.2,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,39,leader.3,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,39,leader.4,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,39,leader.5,leader
1_18B;2_18B,38,name,BenjaminC
1_18B;2_18B,38,webpawed,
1_18B;2_18B,38,webpafri,0.0012
1_18B;2_18B,38,Sex,Male
1_18B;2_18B,38,Nationality,United Kingdom
1_18B;2_18B,38,leader.1,not leader
1_18B;2_18B,38,leader.2,not leader
1_18B;2_18B,38,leader.3,not leader
1_18B;2_18B,38,leader.4,leader
1_18B;2_18B,38,leader.5,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,41,name,MihaiC
1_18B;2_18B;3_18B;4_18B;5_18B,41,webpawed,
1_18B;2_18B;3_18B;4_18B;5_18B,41,webpafri,0.0112
1_18B;2_18B;3_18B;4_18B;5_18B,41,Sex,Male
1_18B;2_18B;3_18B;4_18B;5_18B,41,Nationality,Romania
1_18B;2_18B;3_18B;4_18B;5_18B,41,leader.1,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,41,leader.2,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,41,leader.3,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,41,leader.4,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,41,leader.5,leader
1_18B;2_18B;3_18B;4_18B;5_18B,36,name,AlexP
1_18B;2_18B;3_18B;4_18B;5_18B,36,webpawed,
1_18B;2_18B;3_18B;4_18B;5_18B,36,webpafri,0.0119
1_18B;2_18B;3_18B;4_18B;5_18B,36,Sex,Male
1_18B;2_18B;3_18B;4_18B;5_18B,36,Nationality,United Kingdom
1_18B;2_18B;3_18B;4_18B;5_18B,36,leader.1,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,36,leader.2,leader
1_18B;2_18B;3_18B;4_18B;5_18B,36,leader.3,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,36,leader.4,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,36,leader.5,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,40,name,KatieA
1_18B;2_18B;3_18B;4_18B;5_18B,40,webpawed,
1_18B;2_18B;3_18B;4_18B;5_18B,40,webpafri,0.0118
1_18B;2_18B;3_18B;4_18B;5_18B,40,Sex,Female
1_18B;2_18B;3_18B;4_18B;5_18B,40,Nationality,United Kingdom
1_18B;2_18B;3_18B;4_18B;5_18B,40,leader.1,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,40,leader.2,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,40,leader.3,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,40,leader.4,not leader
1_18B;2_18B;3_18B;4_18B;5_18B,40,leader.5,leader
1_18C;2_18C;3_18C;4_18C;5_18C,45,name,JamieR
1_18C;2_18C;3_18C;4_18C;5_18C,45,webpawed,
1_18C;2_18C;3_18C;4_18C;5_18C,45,webpafri,0.0101
1_18C;2_18C;3_18C;4_18C;5_18C,45,Sex,Male
1_18C;2_18C;3_18C;4_18C;5_18C,45,Nationality,United Kingdom
1_18C;2_18C;3_18C;4_18C;5_18C,45,leader.1,not leader
1_18C;2_18C;3_18C;4_18C;5_18C,45,leader.2,not leader
1_18C;2_18C;3_18C;4_18C;5_18C,45,leader.3,not leader
1_18C;2_18C;3_18C;4_18C;5_18C,45,leader.4,leader
1_18C;2_18C;3_18C;4_18C;5_18C,45,leader.5,not leader
1_18C;2_18C;3_18C;5_18C,42,name,BenjaminW
1_18C;2_18C;3_18C;5_18C,42,webpawed,
1_18C;2_18C;3_18C;5_18C,42,webpafri,0.0106
1_18C;2_18C;3_18C;5_18C,42,Sex,Male
1_18C;2_18C;3_18C;5_18C,42,Nationality,United Kingdom
1_18C;2_18C;3_18C;5_18C,42,leader.1,
